# gene_name         0h    12h    24h    48h    96h 
SDC3              22.4   14.3    6.9    1.7    0.1 
PUM1              17.7    5.3    1.4    0.1    0.0 
NKAIN1             8.4   11.1   12.6   14.2    9.1 
SNRNP40          261.3  282.3  366.8  358.2  254.1 
ZCCHC17          103.2  165.7  197.2  278.1  337.5 
FABP3             52.4   76.9   91.7  108.1   85.9 
SERINC2          100.8  118.5  134.3  104.9   62.1 
TINAGL1           19.9   20.7   16.8   11.0    2.5 
HCRTR1           105.6   99.2   79.3   37.4    5.6 
PEF1              32.5   37.3   49.3   44.4   24.9 
COL16A1          148.8  142.7  125.0   66.3   12.9 
ADGRB2            10.6    1.0    0.1    0.0    0.0 
SPOCD1           141.1  128.3   91.8   53.0    7.9 
PTP4A2            66.6   18.7    4.5    0.3    0.0 
KHDRBS1           41.1   48.9   48.6   47.8   23.9 
TMEM39B           58.5   85.6  120.8  186.3  248.9 
KPNA6            108.6  176.5  281.5  525.1 1069.0 
TXLNA             33.2   41.7   58.3   68.3   58.8 
CCDC28B           21.7   28.1   33.4   31.8   18.1 
IQCC               5.5    6.0    5.6    3.7    1.2 
DCDC2B             0.5    0.2    0.1    0.0    0.0 
TMEM234            4.6    4.4    3.6    1.9    0.4 
EIF3I            106.7   85.7   48.0   17.5    1.2 
FAM167B           47.1   48.3   49.4   39.5   13.1 
LCK              227.1  220.1  195.4  116.8   28.4 
HDAC1             18.9   15.0   11.7    4.8    0.7 
MARCKSL1          10.6    6.0    3.2    0.8    0.0 
TSSK3              6.5    9.7   10.6   13.6   10.9 
FAM229A            6.8    6.5    5.1    2.7    0.4 
BSDC1             28.5   32.4   34.3   26.9    8.5 
RP1-27O5.3         4.0    1.8    0.7    0.1    0.0 
ZBTB8B            20.4   12.2    5.9    1.2    0.0 
ZBTB8A            26.4   26.4   23.5   16.9    4.4 
ZBTB8OS           34.0    7.4    1.2    0.0    0.0 
RBBP4              5.1    2.0    0.9    0.1    0.0 
SYNC              17.2   21.6   22.8   21.2   13.0 
KIAA1522          30.4   23.8   16.5    6.0    0.6 
YARS              11.9    8.2    5.0    1.5    0.1 
S100PBP           21.5   20.3   16.2    9.5    2.4 
FNDC5             15.1   22.4   23.0   28.9   24.1 
HPCA              41.0   47.3   47.9   34.9   12.8 
TMEM54            29.4   32.6   29.7   26.8   10.4 
RNF19B            16.2   13.9   11.7    5.2    0.9 
AK2               17.0   23.2   25.4   34.0   37.4 
AZIN2             33.3   26.7   24.7   15.6    2.9 
TRIM62             5.9    4.4    3.9    1.6    0.2 
ZNF362            27.6   34.0   42.4   41.1   24.2 
A3GALT2           40.2   34.2   22.0    9.0    0.8 
PHC2               9.2    2.5    0.5    0.0    0.0 
ZSCAN20           36.4   27.5   17.4    6.2    0.6 
CSMD2             25.0   17.9   10.5    3.0    0.1 
HMGB4              4.9    7.4    7.6    8.1    5.9 
C1orf94           66.5   30.2    9.8    1.2    0.0 
SMIM12             1.7    1.3    1.0    0.4    0.0 
GJB5              60.0   50.4   37.6   16.0    2.1 
GJB4              46.1   35.9   25.9    9.7    0.8 
GJB3             136.7  205.4  246.8  367.1  463.2 
GJA4              91.5   51.6   25.1    4.5    0.1 
DLGAP3             8.6    3.6    1.7    0.2    0.0 
RP11-244H3.4      33.5   25.5   19.7    9.9    1.2 
TMEM35B          159.5  148.4  115.8   54.9    8.7 
ZMYM6             76.0   42.1   18.3    3.9    0.1 
ZMYM1             23.6   20.6   18.8   13.2    3.7 
SFPQ              19.9    9.2    3.8    0.5    0.0 
ZMYM4             13.3    5.9    2.2    0.3    0.0 
KIAA0319L         27.2   17.0    9.9    2.7    0.1 
NCDN              59.6   57.8   44.2   28.2    4.6 
TFAP2E            20.3    3.0    0.4    0.0    0.0 
PSMB2             88.3   51.8   26.8    5.2    0.1 
C1orf216          14.8    6.1    2.3    0.3    0.0 
CLSPN             44.2   22.0    9.9    1.7    0.0 
AGO4               5.2    3.2    1.9    0.4    0.0 
AGO1              30.1   15.8    7.2    1.3    0.0 
AGO3              24.1   13.4    7.8    1.6    0.0 
TEKT2             13.0   11.7   10.6    5.3    1.0 
ADPRHL2           15.7   20.2   20.0   19.2    7.8 
COL8A2            32.9   24.8   19.3    6.8    0.7 
TRAPPC3           29.1   41.0   53.0   66.3   65.1 
MAP7D1            28.1   16.8    8.9    2.0    0.1 
THRAP3             9.1    4.9    2.9    0.7    0.0 
SH3D21             2.6    0.8    0.2    0.0    0.0 
EVA1B             32.9   45.9   67.5  101.0  140.8 
STK40             31.5   28.3   22.8   11.8    2.1 
LSM10             21.7   16.1   10.7    4.2    0.4 
OSCP1             19.5    9.9    5.4    0.8    0.0 
MRPS15             9.7    5.3    3.0    0.6    0.0 
CSF3R             29.9   23.4   15.0    5.4    0.4 
GRIK3             51.7   56.6   60.2   55.5   24.5 
ZC3H12A           68.4   85.3   99.5  111.4   88.8 
MEAF6             26.2    8.0    1.9    0.1    0.0 
SNIP1             16.0   10.6    5.9    1.5    0.1 
DNALI1             8.4    4.5    2.7    0.6    0.0 
GNL2               3.2    3.1    2.5    1.1    0.2 
RSPO1             11.1    3.4    0.8    0.1    0.0 
C1orf109          32.0   17.7    8.5    1.6    0.0 
CDCA8             14.0   13.4   11.7    6.5    1.3 
EPHA10            15.1   10.7    7.8    2.4    0.2 
MANEAL            27.8   27.3   29.0   23.1    9.7 
YRDC              19.6    4.8    1.2    0.0    0.0 
C1orf122          17.7   24.5   27.2   25.6   15.9 
MTF1              30.8   22.9   17.5    6.3    0.7 
INPP5B            33.9   28.0   23.4   11.9    1.7 
SF3A3             39.8   52.0   55.0   51.3   34.8 
FHL3             116.8  133.8  142.0  137.7   79.4 
UTP11            225.5  121.5   70.2   16.3    0.6 
POU3F1            59.8   75.2   85.4   91.8   69.5 
RRAGC             13.7    4.9    1.7    0.1    0.0 
MYCBP             86.0   84.1   67.1   32.1    5.9 
RP5-864K19.6       8.5    9.2    6.5    3.8    0.7 
GJA9              24.3   10.7    4.3    0.6    0.0 
RHBDL2             7.2    1.3    0.2    0.0    0.0 
AKIRIN1           28.0   31.3   31.9   25.4    8.4 
NDUFS5             3.5    2.7    1.8    0.7    0.1 
MACF1             60.2   58.8   54.5   40.2   11.4 
BMP8A              8.8   11.3   13.0   15.8   13.4 
PABPC4            36.0   34.0   30.3   20.0    5.2 
HEYL              78.6   47.7   30.4    7.6    0.4 
NT5C1A            30.8   15.2    7.2    1.5    0.0 
HPCAL4           233.5  421.7  641.6 1381.8 3254.9 
PPIE              37.7   48.7   68.3   86.9   82.7 
BMP8B             16.9    9.6    3.7    0.7    0.0 
OXCT2             36.3   20.7    9.8    2.5    0.1 
TRIT1             13.5    7.7    3.7    0.7    0.0 
MYCL              91.3  160.9  186.0  287.0  359.4 
MFSD2A             3.2    1.9    1.0    0.2    0.0 
CAP1              10.2    4.1    1.5    0.2    0.0 
PPT1              15.1   14.5   12.9    6.3    1.2 
RLF                6.3    5.1    4.6    2.1    0.3 
TMCO2           1185.9 2077.7 2949.8 4865.2 11299.3 
ZMPSTE24          67.1   18.6    4.2    0.2    0.0 
COL9A2            20.4    8.4    2.9    0.3    0.0 
SMAP2             15.6   12.0   11.1    5.7    0.8 
ZFP69B            42.6   30.4   20.6    8.1    0.7 
ZFP69              3.2    3.6    3.4    2.7    1.0 
EXO5              52.2   67.5   88.3   85.9   65.6 
ZNF684            45.0   15.5    5.0    0.4    0.0 
RIMS3             99.4   93.3   69.8   36.8    4.8 
NFYC              27.7   45.9   63.2   98.6  166.3 
KCNQ4             31.5    6.8    1.4    0.0    0.0 
CITED4            75.4   75.8   67.0   60.6   24.6 
CTPS1             13.7   11.9   10.1    5.2    0.9 
SLFNL1           183.9  304.4  383.4  514.8  675.1 
SCMH1             22.3   14.0    8.2    2.3    0.1 
FOXO6              7.9    9.5    7.8    5.6    1.7 
EDN2              11.2   11.1   10.9    7.9    2.4 
HIVEP3           145.0  188.5  190.9  185.2  106.0 
GUCA2B            66.8   66.0   43.6   21.4    2.2 
GUCA2A            10.6   12.0   12.0   10.5    4.2 
FOXJ3             12.3    5.7    2.3    0.3    0.0 
RIMKLA            24.3   20.7   18.9    9.8    1.7 
ZMYND12           89.7  107.4  124.7  114.9   70.2 
PPCS              19.0   10.5    5.7    1.4    0.0 
CCDC30            30.7    9.4    2.9    0.2    0.0 
PPIH              35.7   22.7   14.7    4.5    0.3 
YBX1              34.1   47.6   60.3   73.2   71.4 
CLDN19            62.6   40.5   26.1    7.1    0.4 
P3H1             112.4   46.5   14.1    1.4    0.0 
C1orf50           41.9   12.7    3.8    0.3    0.0 
RP5-994D16.12      6.5    4.1    2.4    0.5    0.0 
RP5-994D16.11     18.6   12.5    8.5    2.9    0.2 
SVBP              24.6    7.8    2.3    0.1    0.0 
ERMAP            157.4  129.9   96.7   32.6    3.6 
ZNF691            30.4   22.9   14.0    3.7    0.2 
SLC2A1            38.1   30.2   22.9    8.8    0.9 
FAM183A          117.4  166.8  174.8  205.7  156.6 
EBNA1BP2          14.8   14.3   13.5    6.3    1.3 
CFAP57             3.6    4.0    3.8    3.6    1.4 
TMEM125           13.7   12.4   12.2    8.0    1.9 
C1orf210          66.9   35.7   17.6    3.4    0.1 
TIE1             110.1   31.0   10.1    0.7    0.0 
MPL               32.3   19.3   13.6    3.8    0.2 
CDC20             77.2   84.7   79.4   63.0   19.5 
ELOVL1            26.4   17.5    9.4    2.5    0.1 
MED8              39.8   33.5   24.4   11.0    1.4 
SZT2              89.1  137.8  192.8  203.4  235.2 
HYI               25.9   17.8   14.7    4.6    0.4 
PTPRF             38.3    8.3    2.1    0.1    0.0 
KDM4A             17.1    5.9    1.7    0.1    0.0 
ST3GAL3           21.8   13.7    9.0    2.5    0.1 
ARTN               5.6    4.7    4.7    2.7    0.6 
IPO13             39.4   48.4   51.0   44.2   15.7 
DPH2              15.0   13.5   11.9    6.4    1.1 
ATP6V0B           11.9    9.4    7.5    3.2    0.4 
B4GALT2           12.1   12.5   12.8   10.7    4.9 
CCDC24            49.3   26.8   10.5    1.6    0.0 
SLC6A9            19.3   12.9    7.9    2.4    0.1 
KLF17             50.9   42.1   27.4   10.0    0.7 
KLF18             19.0   10.0    4.5    1.0    0.0 
DMAP1             40.2   41.9   32.6   18.4    3.1 
ERI3              19.7   17.1   14.8    6.3    0.9 
RNF220            85.0   77.5   65.6   30.9    5.7 
TMEM53           129.7   84.1   47.4   13.7    0.6 
C1orf228           7.4    7.1    4.6    2.3    0.3 
KIF2C             16.1   15.4   11.2    5.8    0.9 
RPS8             266.2  318.3  335.5  322.9  181.1 
BEST4              4.2    2.1    0.8    0.1    0.0 
PLK3              19.9   18.4   17.5    9.3    2.0 
TCTEX1D4          22.4   15.7    9.3    2.7    0.1 
BTBD19            24.3   16.6   10.1    3.1    0.2 
PTCH2             28.5    8.7    2.4    0.2    0.0 
EIF2B3           129.4  172.4  189.7  239.4  144.5 
HECTD3            23.6   20.3   18.1   10.1    1.6 
UROD              11.2    5.9    2.6    0.5    0.0 
ZSWIM5            56.8   40.7   23.4    8.2    0.5 
HPDL              36.1   20.5   10.2    2.0    0.0 
MUTYH              1.8    0.7    0.3    0.0    0.0 
TOE1              14.8   19.6   17.5   15.7    6.5 
TESK2             60.6   43.5   25.8    8.4    0.5 
CCDC163P          42.1   58.3   62.1   76.9   59.4 
MMACHC             5.5    3.8    2.0    0.5    0.0 
PRDX1              2.7    1.6    1.0    0.3    0.0 
AKR1A1           241.3  240.8  206.7  133.6   31.6 
NASP              99.1   69.4   44.7   14.4    1.0 
CCDC17            74.8   41.9   17.7    3.8    0.1 
GPBP1L1           41.8   41.8   41.9   34.3   10.2 
TMEM69            37.1   39.2   35.6   29.0   11.0 
IPP               27.5   26.2   19.3    8.6    1.3 
MAST2              9.4    5.2    2.3    0.4    0.0 
PIK3R3             1.0    0.2    0.1    0.0    0.0 
TSPAN1            32.2    6.0    1.0    0.0    0.0 
RP11-322N21.2     35.6   23.0   15.9    4.6    0.2 
POMGNT1            4.1    5.7    6.5    7.5    6.1 
LURAP1             2.2    2.5    2.5    2.5    1.3 
RAD54L            61.7   56.8   50.0   33.5    7.5 
LRRC41             2.3    2.4    1.8    1.0    0.2 
UQCRH             17.6   11.5    7.8    2.6    0.2 
NSUN4            117.5  157.3  205.1  264.1  332.8 
FAAH              11.0   12.0   11.8    7.2    2.3 
DMBX1             61.5   26.2    9.2    1.2    0.0 
RP11-49P4.7       23.5   19.2   14.2    6.4    0.9 
KNCN              29.6   12.1    5.4    0.7    0.0 
MKNK1            120.6   74.6   50.7   14.4    0.6 
MOB3C             50.2   63.1   57.7   49.0   23.4 
ATPAF1             3.3    0.8    0.1    0.0    0.0 
TEX38             15.3   11.9    7.4    2.7    0.2 
EFCAB14           37.7   25.4   17.1    5.2    0.3 
CYP4B1            76.2   38.0   21.0    3.9    0.1 
CYP4A11           33.3   45.7   49.7   64.4   58.2 
CYP4X1           191.6  208.6  198.3  133.6   37.9 
CYP4Z1            14.9   10.1    4.8    1.1    0.0 
CYP4A22            8.7    7.7    6.1    2.7    0.4 
PDZK1IP1           7.6    7.3    6.1    3.3    0.5 
TAL1               9.9    9.8    9.6    5.9    1.6 
STIL              28.7   24.8   16.5    6.9    0.8 
CMPK1              5.5    3.4    1.9    0.6    0.0 
FOXE3              7.0    3.8    2.1    0.4    0.0 
FOXD2              5.1    1.7    0.5    0.0    0.0 
TRABD2B            8.7    2.8    0.7    0.0    0.0 
AL356289.1        32.6   23.9   15.5    5.2    0.4 
SLC5A9            30.7   32.2   34.2   26.6    8.8 
SPATA6            26.1   23.1   18.5    8.1    1.1 
AGBL4             19.3    7.5    3.2    0.4    0.0 
BEND5             14.9    9.9    5.2    1.2    0.0 
ELAVL4            17.3   14.4   10.8    5.5    0.7 
DMRTA2           109.4   47.5   16.6    1.6    0.0 
FAF1              14.4    6.7    3.2    0.4    0.0 
CDKN2C            16.4    9.9    4.5    1.1    0.0 
C1orf185         115.6  169.1  200.9  289.7  276.7 
RNF11             29.7   42.1   51.3   64.4   55.7 
TTC39A            16.7   12.3    7.9    3.2    0.2 
EPS15            384.7  309.6  180.6   56.2    3.8 
OSBPL9            57.1   79.7   94.7  119.4  107.0 
NRDC              30.5   21.3   13.7    4.4    0.3 
RAB3B             19.0    6.2    1.8    0.1    0.0 
TXNDC12            5.6    2.9    1.3    0.2    0.0 
KTI12              9.0    7.2    5.0    1.6    0.2 
BTF3L4            14.5    8.4    5.2    1.1    0.0 
ZFYVE9            37.6   42.6   42.2   34.0   14.0 
CC2D1B            28.3   38.4   34.6   25.7    8.0 
ORC1              76.6   21.8    5.5    0.3    0.0 
PRPF38A          156.9   79.0   34.1    6.0    0.1 
ZCCHC11           24.4   17.4    8.9    3.1    0.1 
GPX7              63.1   52.7   39.1   19.7    2.8 
FAM159A            9.6   13.6   14.1   15.7   11.3 
COA7               9.5    3.9    1.5    0.2    0.0 
ZYG11B            53.8   76.8   86.5  116.6  114.4 
ZYG11A            25.0   28.7   30.5   30.7   18.1 
ECHDC2            11.3    4.2    1.2    0.1    0.0 
SCP2              84.6   61.4   41.0   16.7    1.6 
AL445183.1       117.1  135.4  131.1  102.6   41.2 
PODN              40.5   36.4   21.4    9.9    1.2 
SLC1A7            33.0   38.3   39.2   32.0   14.4 
CPT2              14.4    8.5    4.1    0.9    0.0 
C1orf123          70.0   43.5   27.4    8.5    0.4 
MAGOH             96.2   73.6   57.9   23.5    2.4 
LRP8               7.4    4.9    3.3    1.1    0.1 
DMRTB1            16.8   21.3   24.8   26.7   19.9 
GLIS1             36.4   19.6    8.4    1.3    0.0 
NDC1              79.4  105.8  157.9  275.3  448.9 
YIPF1             18.9    3.5    0.5    0.0    0.0 
DIO1              26.6   19.8   14.0    5.4    0.5 
HSPB11           106.8  145.2  163.7  154.1   91.4 
LRRC42            59.0   36.1   21.8    4.9    0.2 
LDLRAD1           59.7   83.9   89.2  111.2   87.0 
TMEM59           170.4  178.2  168.4  106.2   29.3 
TCEANC2          434.1  621.9  640.5  636.5  304.9 
RP11-446E24.4     35.4   31.6   24.2   12.1    1.5 
CDCP2             36.7   37.0   31.2   22.4    6.3 
CYB5RL            23.1   20.2   16.6    8.0    1.2 
MRPL37            31.3   35.0   28.3   16.3    2.7 
SSBP3              6.1    3.8    2.2    0.5    0.0 
ACOT11           124.4  133.1  107.5   57.2   12.5 
FAM151A          165.5  170.5  150.6   96.8   19.5 
MROH7             26.8   16.5   10.6    3.2    0.1 
MROH7-TTC4        10.5    8.1    4.9    1.7    0.1 
TTC4              68.9   21.4    5.7    0.5    0.0 
PARS2              5.5    5.6    5.8    3.8    1.1 
TTC22             13.1    2.5    0.4    0.0    0.0 
LEXM              67.8   69.9   66.3   37.8   10.2 
DHCR24            98.1   49.9   23.4    3.4    0.1 
TMEM61             1.9    1.9    2.0    1.3    0.5 
BSND              10.9    9.0    6.0    2.3    0.2 
PCSK9              2.8    0.6    0.1    0.0    0.0 
USP24             31.6   24.5   20.5   10.9    1.5 
PLPP3             11.9    6.4    3.5    0.7    0.0 
PRKAA2            40.4   19.5    8.7    1.5    0.0 
C1orf168           5.3    1.9    0.6    0.0    0.0 
C8A                7.4    5.4    3.6    1.2    0.1 
C8B                9.8    7.5    6.0    2.6    0.3 
DAB1               8.9    5.9    3.4    0.9    0.0 
OMA1              21.4    4.0    0.7    0.0    0.0 
TACSTD2           37.4   16.8    8.1    1.2    0.0 
MYSM1             26.1   16.9    9.4    2.0    0.1 
JUN               69.1   69.2   67.6   42.8   10.1 
FGGY              34.2   17.4    7.7    1.1    0.0 
HOOK1             79.8   52.2   27.5    7.0    0.2 
CYP2J2            36.3   30.3   23.4    9.0    1.1 
C1orf87          273.2  213.6  146.9   67.4    6.3 
NFIA              35.8   20.8   11.1    2.8    0.1 
TM2D1             51.8   35.7   24.4    9.2    0.7 
PATJ               9.1    8.8    6.6    3.1    0.5 
L1TD1             24.9   20.6   14.0    6.2    0.7 
KANK4             14.1    3.6    0.8    0.0    0.0 
USP1              47.9   29.6   15.5    3.0    0.1 
DOCK7            103.7   82.0   65.6   26.8    3.5 
ANGPTL3           81.2   64.5   44.6   20.7    2.7 
ATG4C            101.5  153.7  203.8  389.5  613.9 
FOXD3             46.4   31.6   24.4   10.9    1.1 
ALG6              24.0   29.1   27.3   18.2    5.7 
ITGB3BP           12.1    6.2    2.9    0.5    0.0 
EFCAB7            11.2    7.1    3.8    0.7    0.0 
PGM1              36.9   47.1   69.8   95.0  119.0 
ROR1              63.3   54.9   41.8   21.6    3.3 
UBE2U             79.4   74.3   57.8   31.4    4.6 
CACHD1            56.2   41.3   24.0    7.7    0.5 
RAVER2            26.6   23.0   15.3    5.3    0.6 
